24,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,7,7,9
24,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,8,9,9
25,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,8,6
25,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,8,6
25,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,8,6
25,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,8,6
26,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,7,10
26,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,6,8,10
26,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,7,10
26,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,9,10,10
27,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,5
27,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,5
27,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,5
27,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,5,5
28,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,8,9,10
28,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,8,9,10
28,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,9,10
28,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,9,10
29,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,4
29,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,4
29,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,4
29,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,4
30,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,7
30,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,3,7,7
30,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,7
30,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,4,7
31,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,4,5,6
31,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,1,4,6
31,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,5,7,6
31,500,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,1,5,6
32,200,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,7,8
32,300,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,2,8,8
32,400,False,first,majority,False,False,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,0,0,0,0,0,0,0,0,0,0,0,0,|,0,7,8
